accel_STD,accel_RMS,accel_DomFreq1,accel_DomFreq2,ang_STD,ang_RMS,ang_DomFreq1,ang_DomFreq2,TargetSpeed
1.6547730857151886,4.567628958477864,1.730078125,1.746875,0.8427693275205466,1.9401501380407484,1.763671875,1.746875,4.0
1.6524501277787509,4.922250914954198,1.7321567130556668,1.7489737685222266,1.0068558768337241,2.2009025632733623,1.7994249349219062,1.8162419903884661,4.0
1.7735894390790947,4.445152311200083,1.7664982722355769,1.7833220653044872,0.8102788392591431,2.109094923266574,1.7664982722355769,1.7833220653044872,4.0
1.768804448674802,4.756284581819702,1.779045513589129,1.7622620653477221,0.8482568888430208,2.033114948877421,1.7454786171063152,1.7286951688649084,4.0
1.2362295212815608,3.9338736900544133,1.8140625,1.7972656249999999,0.7883864429751782,1.818860971200971,1.8140625,1.7972656249999999,4.0
1.4673536873478474,4.2894374732835665,1.6937743360623,1.6770042931309903,0.8251648582581386,1.8613250156685395,1.6770042931309903,1.6602342501996805,4.0
1.5280646675656417,4.600356659580737,1.8023120988768553,1.785468060569595,0.7699865036403278,2.005760454291589,1.836000175491376,1.8528442137986363,4.0
2.1070491740005437,4.523475523748691,0.5049160821643286,0.521746618236473,1.6248597849261126,2.6707096652910574,0.6732214428857715,0.6900519789579158,4.0
1.3872926113434232,5.362174584911402,1.8023120988768553,1.8191561371841156,1.0463705364239015,2.347031772161358,1.7517799839550743,1.734935945647814,4.0
1.6474489649105688,4.4342106061194215,1.7535242015968067,1.7703850112275452,0.8133681248917172,2.0220005260057747,1.7872458208582835,1.7703850112275452,4.0
1.5026292893381474,4.121682245744293,1.684403830726033,1.7012478690332933,0.7514918234323925,1.8543606683631135,1.6675597924187726,1.6507157541115123,4.0
1.6279254599060646,4.458062594112296,1.731463295636509,1.7146529723779023,0.8469797505494324,1.9263903164111862,1.731463295636509,1.7146529723779023,4.0
1.743594908788514,4.678102191731073,1.7489737685222266,1.7657908239887865,0.9030489284564789,2.174724254105644,1.7826078794553464,1.7994249349219062,4.0
1.5613237508685516,4.20148446103286,1.7359703898144456,1.7191163083599363,0.7888761484496943,1.8758965486592472,1.7359703898144456,1.7191163083599363,4.0
1.428326592791818,3.807654774755838,1.8126124100719427,1.8293958583133496,0.6899404349158447,1.723601387846403,1.7622620653477221,1.779045513589129,4.0
1.9408286262472216,4.575101060193387,1.8055481859268876,1.7886739038154214,1.0159774626574292,2.3722580155804196,1.8899195964842188,1.8730453143727526,4.0
2.123253241420256,5.176449465586179,1.9804468924860115,1.9972303407274183,1.5606150601746798,2.805871232272255,1.6279944794164671,1.6112110311750603,4.0
1.5250542093856696,4.73337641917283,1.7664982722355769,1.7833220653044872,0.9266418643558665,2.1782198834059696,1.699203099959936,1.716026893028846,4.0
1.7193695499480004,4.663676436779973,1.7833220653044872,1.7664982722355769,0.875316164795419,2.3545873089246103,1.7496744791666665,1.7664982722355769,4.0
1.6702184456449487,4.432822215101535,1.7510775862068964,1.7342403017241377,0.9207298475766711,2.112996467050393,1.717403017241379,1.7342403017241377,4.0
1.6383771691959523,4.432603522585717,1.7191163083599363,1.7022622269054273,0.9669634499367201,2.2484922372648883,1.7359703898144456,1.7528244712689547,4.0
1.5773794089544495,4.473924774755764,1.7528244712689547,1.769678552723464,0.8050449920370051,1.8904099319942909,1.7528244712689547,1.769678552723464,4.0
1.5221894455769238,4.144043497796313,1.7608545077875397,1.74408446485623,0.8355882009572491,1.983436353262151,1.74408446485623,1.7608545077875397,4.0
1.4376751584308862,4.247310675813416,1.7879595771765175,1.804827120357428,0.9681193530766417,2.159047638474499,1.7710920339956069,1.7879595771765175,4.0
1.5176325487324038,4.480006683446011,1.6971632402961183,1.7139668367346939,1.0254544032890356,2.183423810185215,1.76437762605042,1.7811812224889956,4.0
1.5574082013934678,4.554766989164363,1.7826078794553464,1.7657908239887865,0.9244220207020593,2.2581297571220302,1.7826078794553464,1.7657908239887865,4.0
1.5033007103413947,4.269114471654868,1.7622620653477221,1.7454786171063152,0.888067692212359,1.9944991211294245,1.7119117206235015,1.6951282723820946,4.0
1.5177181101395234,4.292078357614988,1.7979848189275711,1.7811812224889956,0.8684846761388585,2.0915260924379684,1.7811812224889956,1.76437762605042,4.0
1.622855779377044,4.850972133071695,1.804827120357428,1.8216946635383386,0.9585841661284373,2.261860838085989,1.8216946635383386,1.804827120357428,4.0
1.4608178678363035,4.224152522682357,1.7594491969273747,1.7426925379090186,0.9622861032817084,2.223754158655928,1.7426925379090186,1.7594491969273747,4.0
1.5192336075554786,4.201301085848702,1.7286951688649084,1.7119117206235015,0.9563984415247261,2.1514307029898596,1.7454786171063152,1.7286951688649084,4.0
1.635808182648183,4.725086070337029,1.7833220653044872,1.8001458583733974,0.8960772925178979,2.10506380061298,1.7833220653044872,1.7664982722355769,4.0
1.7256642311785857,4.599878979702289,1.7594491969273747,1.7426925379090186,0.7885012786201168,2.2082484114138126,1.7259358788906627,1.7426925379090186,4.0
1.608364790546564,4.500513084444463,1.7936782684630739,1.8104416167664672,0.780503477129069,2.1054497392840235,1.7601515718562875,1.7433882235528944,4.0
1.6620935500296443,5.163890220492911,1.7622620653477221,1.779045513589129,1.0127020634155208,2.534708368161495,1.8126124100719427,1.7958289618305359,4.0
1.7088056571441725,4.944756442846277,1.731463295636509,1.748273618895116,0.8366166439278357,2.2223494795603878,1.7146529723779023,1.6978426491192953,4.0
1.7214142910645869,5.792655534341299,1.8147884153661464,1.8315920118047218,1.0286588592017147,2.4143993908640407,1.7811812224889956,1.76437762605042,4.0
1.7964782564045076,5.487235800031397,1.7925525744883628,1.8093054022873196,1.0033846352444846,2.5579344508745256,1.7925525744883628,1.7757997466894062,4.0
1.50936620633835,4.918120926765871,1.8361795906637346,1.8194870489304278,0.9164822605439141,2.1805297387379214,1.8027945071971212,1.7861019654638144,4.0
1.6293056151858993,4.938021035210973,1.7601515718562875,1.7769149201596808,1.0054619594428604,2.488945443075169,1.8272049650698603,1.8439683133732536,4.0
1.6806642762718045,5.283245236836743,1.7664982722355769,1.7833220653044872,1.0019522877673028,2.457012271504882,1.7496744791666665,1.7664982722355769,4.0
1.6971256540886752,5.315799180766008,1.7615580053935278,1.744781262485018,1.0096437777850285,2.4953513757329033,1.7615580053935278,1.744781262485018,4.0
1.7570997972072426,5.045230190429234,1.8097191739824425,1.7929625149640864,0.9025348705691049,2.4462555629103364,1.7594491969273747,1.7762058559457305,4.0
1.7763119681191557,4.936639886815021,1.7818942654123298,1.7650839421537228,1.039554984273402,2.363312491024528,1.8323252351881505,1.8491355584467573,4.0
1.6155608058304407,5.0507948372877,1.7650839421537228,1.748273618895116,1.04892959026289,2.5232776764672846,1.7987045886709367,1.7818942654123298,4.0
1.5627323919846843,4.785740750906146,1.7293863704518193,1.7461765293882447,1.0121934878195593,2.2516422946942116,1.6622257347061176,1.6454355757696921,4.0
1.443834472387665,4.5085162309401925,1.744781262485018,1.7615580053935278,0.9169442110257972,2.099157361396943,1.744781262485018,1.7280045195765084,4.0
1.4458335852547555,4.05576972019564,1.74408446485623,1.7608545077875397,0.862089848826691,2.0555002786058765,1.7105443789936101,1.6937743360623,4.0
