accel_STD,accel_RMS,accel_DomFreq1,accel_DomFreq2,ang_STD,ang_RMS,ang_DomFreq1,ang_DomFreq2,TargetSpeed
1.722776671840597,4.57280968396861,1.7122687780269057,1.729055726831091,0.8053975830835021,1.8811247791634156,1.779416573243647,1.7962035220478325,4.0
1.6177972092988735,4.59365196829245,1.8521012931034484,1.8352640086206897,0.8895613434724677,2.13628775269598,1.8352640086206897,1.8184267241379313,4.0
1.5997535270547543,5.155941907791606,1.804294528903904,1.7874319632132134,1.1226366835007395,2.271123229734063,1.7368442661411412,1.7199817004504505,4.0
1.7151508246696452,4.037069445791703,1.7838606705794207,1.8006895448301699,0.618295107712618,1.9750499901947078,1.6660585508241759,1.6492296765734267,4.0
1.7242552337679267,4.920896510166426,1.6997162993256745,1.7165451735764237,0.8946093299613915,2.0991873859089902,1.6997162993256745,1.7165451735764237,4.0
1.2733166191440526,4.005216706941738,1.8661407653443116,1.8829528443113774,0.7681236484578552,1.8137845772730627,1.8829528443113774,1.8997649232784433,4.0
1.3566318158721993,4.344314095861813,1.7612652410356069,1.7780391957121364,0.8523953881390227,1.715490396146266,1.8283610597417252,1.845135014418255,4.0
1.5809872189123495,4.0859167810944195,1.701416015625,1.6845703125,0.6687247397402369,2.114896098451736,1.566650390625,1.5498046875,4.0
1.4992717102933528,4.474743535683909,1.8352640086206897,1.8521012931034484,0.942297207963557,2.157046591986367,1.5827047413793105,1.5658674568965518,4.0
2.206336450440491,4.8203764360791626,0.5561862962731365,0.5393321660830415,1.7183750396807043,2.641886951908932,0.9775395510255127,0.9606854208354176,4.0
1.3688505889592444,5.621067643186245,1.7874319632132134,1.7705693975225225,1.10977448071972,2.416472006153131,1.7199817004504505,1.7368442661411412,4.0
1.3945364336834816,4.240149795685888,1.4853926603206413,1.468513198271543,0.7869091768102293,2.049480846246296,1.6541872808116231,1.637307818762525,4.0
1.5451572338580701,4.473094039907397,1.7510775862068968,1.7342403017241381,0.7720930473405515,1.7901896507094568,1.7005657327586208,1.7174030172413794,4.0
1.6391789303383713,4.095033400440665,1.9083352913533835,1.8914473684210527,0.8082606608575025,1.9333492003346893,1.8914473684210527,1.8745594454887218,4.0
1.6323367709797356,4.523055351213926,1.8484063279301746,1.8652100218204488,0.8290822397853757,1.9571344773210757,1.71397677680798,1.6971730829177056,4.0
1.6025347877567586,4.308844964434927,1.5650853053196805,1.5819141795704297,0.8679571900630615,2.2464200182848097,1.5819141795704297,1.5650853053196805,4.0
1.6632483871522339,4.687088494014663,1.7723435151553106,1.7554640531062122,0.9149790291193746,1.945428308714517,1.7723435151553106,1.7554640531062122,4.0
1.4149855757201697,3.7137694238244428,1.869873046875,1.88671875,0.6436732268536235,1.6739541402822589,1.768798828125,1.78564453125,4.0
1.8658005564069697,4.551596391393346,1.784752155172414,1.7679148706896552,0.6944501461632266,1.8095289242054773,1.8857758620689657,1.868938577586207,4.0
1.7694588383226901,4.238651771563655,1.637307818762525,1.6541872808116231,1.026781063409981,2.491502515071718,0.5907811717184368,0.5739017096693386,4.0
2.221256475153927,5.105972561334564,0.6382220525922234,0.655017369765703,1.6423284275777201,2.954881738235309,0.9909237132352943,1.007719030408774,4.0
1.5787387741626715,5.020468466506727,1.8015894396551726,1.8184267241379313,1.0034245031400706,2.3250251673875506,1.8521012931034484,1.8352640086206897,4.0
1.7275576702638238,4.793901243291812,1.735107421875,1.751953125,0.8498626720338872,2.103540838199015,1.802490234375,1.78564453125,4.0
1.5178916880990803,4.516019954770357,1.7056802161654134,1.6887922932330828,0.9671411211932018,2.363359497821275,1.6381285244360901,1.655016447368421,4.0
1.7211361079136855,4.2722045695469655,1.7368442661411412,1.7199817004504505,0.8537027072081741,2.0842320380432207,1.7537068318318318,1.7368442661411412,4.0
